RelativePath,Bytes,SHA256
04_ASSESSMENT/RETEST_ONLY_DO_NOT_OPEN/GATE_B/C2_08_GATE_B_REVIEW_PROTECTED_ASTRA_RC4.pdf,7095,d39d74dcf863bb8021f41ee3a67061106be3af30c4e814dd293474d9c3577135
04_ASSESSMENT/RETEST_ONLY_DO_NOT_OPEN/GATE_C/C2_08_GATE_C_DATA_RC1.zip,1456,1364b4cd4042341a6a6c3e32bd4e1300adca187fab396b81d15c2e4cdfdf199d
04_ASSESSMENT/RETEST_ONLY_DO_NOT_OPEN/GATE_C/C2_08_GATE_C_FRESH_ASSESSMENT_RC1.xlsx,7572,4c12835a1ab5039b3069e8e186cb7365cd486db383f598632ceaa2023f5ed318
04_ASSESSMENT/RETEST_ONLY_DO_NOT_OPEN/GATE_C/C2_08_GATE_C_REVIEW_PROTECTED_ASTRA_RC4.pdf,7158,cda3445a5f9ac042e7ea859d5982b88cafc9c524437810a6131ce95568c4d6a1
04_ASSESSMENT/REVIEWS/C2_08_GATE_A_REVIEW_PROTECTED_ASTRA_RC4.pdf,7162,f04a932cd5cb0e635443039118e6b617fe5eb3361bfa3d17397d44449833c5d4
04_ASSESSMENT/REVIEWS/C2_08_PRACTICE_REVIEW_PROTECTED_RC1.pdf,23412,209b17f48908070bc91b884ee217900435b140b6457a443b94380bab60e122a3
05_REPAIR/C2_08_TARGETED_REMEDIATION_CARDS_PROTECTED_RC1.pdf,10425,ed0442daca998900a19067db61a3091d3e1cf918a42378c72f209fb7106e8964
90_CONTROL/C2_08_ASTRA_PARITY_ROUTE_OVERRIDE_RC4.json,1104,927cdcbe2f674d2fa4521b64dde902e7d678b08797797bcd4ed0066573976c74
90_CONTROL/C2_08_BASELINE_RESOURCE_PRESERVATION_RC1.csv,794,a70454381d298345ecd5954393f8fbbd98add52091cad5e671b705f4a3700f1a
90_CONTROL/C2_08_CANONICAL_LESSON_ROUTE_REGISTRY_ASTRA_RC4.csv,2375,a64dcff0b7d43a7f6777b5109d41f8dd47a7728dd8fdca9d93695e1ca99b6a58
90_CONTROL/C2_08_CANONICAL_LESSON_ROUTE_REGISTRY_ASTRA_RC4.json,5198,9dca3207346efbb30bb53aeb8c55162d26ea79b9059ea4a1257c228437de2cff
90_CONTROL/C2_08_CROSS_COURSE_HANDOFF_RC1.json,1088,24566ef00c792ae04bba57cbbd013a7d69b44fcb7c2573251bbc461a6950f8b6
90_CONTROL/C2_08_MENTOR_ROUTE_CONTRACT_ASTRA_RC4.json,373,c5baa5c0efe8c2d3cba552b08e82215401f79994e8a225d5c93edd9e338b3d1c
90_CONTROL/C2_08_MODULE_AUDIT_LEDGER_RC1.csv,1398,ff8ba27590907346a38b5103e595d1253024bfcee6d9e21b87dbd733475186e0
90_CONTROL/C2_08_PL300_ALIGNMENT_RC1.csv,741,0a52de9b5c8b8057249008a0d4861053f22e2cfcf2976e26d3191b5621bc4458
90_CONTROL/C2_08_ROUTE_ARCHIVE_ORPHAN_AUDIT_RC1.json,1757,3487a2a9a40096bcd24f847079e7d2f84cf6883dbead7a080afae1ecde9cdfbf
90_CONTROL/C2_08_SOURCE_REVERIFY_ASTRA_RC4.json,1556,17e3b3692e96bddf4529d4c2f36b28e86592fd3d97b2c0b33921862bdab3d7bb
90_CONTROL/C2_08_SOURCE_VIDEO_REGISTRY_RC1.csv,3758,4443ceb6eaffdf2dc0202ba8ac9fe8077ddbfad05813aaa08f956cbd4087e197
99_ADMIN_QA/C2A_C2_08_CHECKPOINT37_FINAL_QA.json,2482,de89b29198ddd5b66d388f5c554f2699965e8e74b597c3f64b0a614deb4a9d78
99_ADMIN_QA/C2_08_ASTRA_PARITY_RC4_BUILD_QA.json,6071,54afb53aed0d6013b6cbd34cdd9eb4d9c8691867568b0c0fc25a5751ff427d61
99_ADMIN_QA/PROTECTED/C2_08_GATE_DEEP_CONTROLS_ASTRA_RC4.json,5744,966264be589b56f098ac636b3a365dbc86fc42ef1605834fefeb712240670836
99_ADMIN_QA/PROTECTED/C2_08_GATE_OBJECTIVE_CONTROLS_PROTECTED_RC1.json,758,32bc755204874b920de8ad7ae74808cb4ee4b13211959a21246181c195fb2520
README_ASTRA_RC4.txt,273,dc19509920078bd04f696747e1058448ac4c2529f8b989410db9b6a77910a21f
