relative_path,bytes,sha256
04_ASSESSMENT/RETEST_ONLY_DO_NOT_OPEN/GATE_C/C2_05_GATE_C_FRESH_ASSESSMENT_RC1.ipynb,1959,d9ad478e62c1285c12f2726a6da9b15d78d7bf61b9bb1a32130b46d441ff3e62
04_ASSESSMENT/RETEST_ONLY_DO_NOT_OPEN/GATE_C/C2_05_GATE_C_REVIEW_PROTECTED_RC1.pdf,4891,a517442e691d5ead0495404cb8e7eb42f106ef6543d34dea7c7b1837a4f87169
04_ASSESSMENT/REVIEWS/C2_05_GATE_A_REVIEW_PROTECTED_RC1.pdf,4889,6a7d6e1a8ebd4f3c505fb2f3df2647cbfc5775b8ef062fb4a474f88627e13747
04_ASSESSMENT/REVIEWS/C2_05_PRACTICE_REVIEW_PROTECTED_RC1.pdf,21338,bb6cfb327f7ae040b5bf32b46ec6eade4576c9fa9464bf0340baff83a12ec43a
05_REPAIR/C2_05_TARGETED_REMEDIATION_CARDS_PROTECTED_RC1.pdf,8891,8de5f553344efc04d979da6dfa624789624e8e589d34dc2293a28e7290ea2ee5
90_CONTROL/C2_05_BASELINE_RESOURCE_PRESERVATION_RC1.csv,474,869ef31184459a42ce6c288c747891f228d0faed5042ae452767ced478167069
90_CONTROL/C2_05_CANONICAL_LESSON_ROUTE_REGISTRY_RC1.csv,1854,d0029fbdd1fb73a2a7771ad982cc19742ca65e9371c03c9c19d448fc776e9925
90_CONTROL/C2_05_MENTOR_ROUTE_CONTRACT_RC1.json,1470,e5504d2e0958c1af67339ea53cb533e95e8fb566e6ad789654efc49756a552a5
90_CONTROL/C2_05_MODULE_AUDIT_LEDGER_RC1.csv,2058,1a5bf64fea8b801f157527b7df7630d5abdf4f72eb3e9e0037a7b920b04a639a
90_CONTROL/C2_05_PL300_ALIGNMENT_RC1.csv,617,b31f5a1f7b5382f0e790364d2af802f2886d80958c7919d03e1b1dcd0f085475
90_CONTROL/C2_05_SOURCE_VIDEO_REGISTRY_RC1.csv,3865,6c8c5422b544c20eb7642291caa2f251f8a82e7c5bf7ffa135e650e3d000b4e4
99_ADMIN_QA/C2_05_MODULE_QA_REPORT_RC1.pdf,7690,b4c7fc4608be771334ed299416b682d83034a0151a9bf1a3741cf1c5da099b72
99_ADMIN_QA/C2_05_NOTEBOOK_SYNTAX_QA_RC1.json,673,4fbd395f08faa7837da70d3a57f7e8c1f21b6cb3aab63bf533dc5963623d35d9
99_ADMIN_QA/C2_05_ORPHAN_ROUTE_DUPLICATE_AUDIT_RC1.json,85,71d5b89ae5b3b7a9eb3eaa4357984e6c66b36e9c206c254f3589bd963002ba7a
99_ADMIN_QA/C2_05_STATIC_RENDER_RUNTIME_QA_RC1.json,3671,bafdd26182d0811f9ec13e197fd20436b8b8183ecfd956102ff601eb5f73e83b
99_ADMIN_QA/PROTECTED/C2_05_GATE_OBJECTIVE_CONTROLS_PROTECTED_RC1.json,712,1eb245de3022c49381e3945bc15a0ce95fe75041e56413cec60092861c9934b3
99_ADMIN_QA/PROTECTED/C2_05_OBJECTIVE_CONTROLS_PROTECTED_RC1.json,383,16bb87e6c245f68cdd60bd33a5d47802c260ec8cee1c65082f98bf6f010d4c20
99_ADMIN_QA/PROTECTED/C2_05_RUNTIME_SMOKE_RESULT_RC1.txt,101,c38d925d2a5bdb702d4c5845c54417c39168e4b5c6a9c4c3df930d4519e30e93
99_ADMIN_QA/PROTECTED/C2_05_RUNTIME_SMOKE_TEST_PROTECTED_RC1.py,3144,9775602293bcdbaa35ffe8ba9d230e8c92bab5970ea3c1a011e51b806ab54f22
README_FIRST_RC1.txt,2340,773a8aa5b0e574336b122f3b1f87cd6bbceb9bbe2daf850f10d6a6026b082a4d
